25001
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 -2.50576e-07  7.33652e-04
  1.08857e-04  6.78509e-04 -3.58853e-04 -8.37188e-04 -2.08636e-07  9.95895e-04
 -6.25334e-04 -9.09015e-04  2.06145e-03  1.12160e-03 -3.54941e-07  2.62228e-04
 -9.92161e-04  4.22700e-04  5.30321e-04  3.42582e-04 -2.27800e-07  1.36273e-03
  2.11764e-03 -1.02988e-03 -1.13190e-03 -8.34679e-04 -2.55525e-07  6.29061e-04
 -8.83869e-04  6.78965e-04 -1.65360e-03  1.25172e-03 -1.83392e-07  3.53937e-04
  1.33461e-03 -4.69637e-04  2.49688e-03 -8.65809e-04 -3.94441e-07  1.08760e-03
  8.21899e-05  1.12347e-03  8.34488e-04 -6.09400e-04 -8.99245e-08  7.20770e-04
 -2.23581e-04 -1.70629e-04 -2.27005e-03  9.25537e-05 -3.27154e-07  1.45444e-03
  1.71019e-03 -1.39721e-03 -1.68439e-04 -4.14493e-04 -2.44082e-07  1.70520e-04
 -2.71690e-03  1.10792e-03  2.67591e-04  3.28674e-04 -2.69990e-07  9.04186e-04
 -1.28112e-03 -3.88330e-04  1.56105e-03  1.30901e-03 -1.40525e-07  5.37353e-04
  1.85804e-03  2.08526e-04 -2.26403e-03 -7.02916e-04 -2.99377e-07  1.27102e-03
 -1.04517e-03 -4.13661e-04 -8.57752e-04 -4.97788e-04 -1.95839e-07  1.31687e-03
  1.94457e-03  8.60551e-04  1.59586e-03  1.03556e-03 -3.80466e-07  5.83207e-04
  1.28087e-03 -8.60051e-04  6.84642e-04  7.14702e-04 -2.66534e-08  9.50040e-04
 -2.26731e-03  1.11619e-03 -1.21190e-03 -9.27556e-04 -3.41944e-07  2.16374e-04
  9.84235e-04  9.27903e-04 -1.84137e-03  8.56451e-05 -2.31510e-07  1.13346e-03
 -1.40310e-03 -1.40584e-03  2.62501e-03 -1.29759e-04 -2.93297e-07  3.99791e-04
 -1.72100e-03  1.14991e-04  5.22059e-04 -1.24584e-03 -1.48189e-07  7.66624e-04
  2.66132e-03 -1.34827e-04 -8.07303e-04  1.46075e-03 -2.86049e-07  3.29577e-05
 -2.88008e-04  1.32055e-03 -9.49435e-04 -4.09449e-04 -2.15173e-07  4.91499e-04
  6.79810e-04 -7.71264e-04  2.24103e-03  2.39138e-04 -3.24936e-07  1.22517e-03
  1.23615e-03  4.32981e-04  1.50626e-03  1.39644e-03 -1.53150e-07  1.24666e-04
 -1.82733e-03 -3.52448e-04 -2.22660e-03 -1.13671e-03 -2.96318e-07  8.58332e-04
  9.61420e-04 -6.07122e-04 -7.89017e-04  1.15280e-03 -2.31732e-07  6.74916e-04
 -1.90086e-03  1.91539e-04  1.56000e-03 -3.63695e-04 -3.30253e-07  1.40858e-03
 -6.36640e-05 -1.26935e-03  6.46391e-04 -6.68502e-04 -2.41414e-07  3.08082e-04
  2.17454e-04  9.14310e-04 -2.20785e-03  4.81519e-04 -2.54348e-07  1.04175e-03
 -1.62672e-03  1.31530e-03 -1.60218e-04 -1.54039e-04 -1.63374e-07  6.31927e-04
  2.66514e-03 -5.33216e-04  2.62493e-04  6.24468e-05 -4.38083e-07  1.36559e-03
  1.87316e-03  1.67870e-04  2.77857e-04  1.43339e-03 -8.15098e-08  2.65094e-04
 -2.81280e-03 -1.25038e-04 -4.17240e-04 -1.06766e-03 -3.30713e-07  9.98760e-04
  1.69595e-04 -8.66285e-04 -1.14332e-03  1.09611e-03 -2.38440e-07  4.48511e-04
 -3.54467e-04  5.38958e-04  2.38962e-03 -6.81943e-04 -2.82504e-07  1.18218e-03
 -3.68897e-04 -1.14942e-03  2.73592e-04 -9.08419e-04 -1.63019e-07  8.16777e-05
  1.74334e-03  9.57120e-04 -1.29295e-03  7.56439e-04 -2.61828e-07  8.15344e-04
 -9.34496e-04 -3.55036e-04 -1.26002e-03 -6.35791e-04 -2.18320e-07  1.27389e-03
  1.57167e-03  6.65149e-04  2.11915e-03  1.19114e-03 -3.20775e-07  5.40219e-04
  3.34787e-04 -1.00702e-03  1.33655e-03  5.62338e-04 -1.54160e-07  9.07052e-04
 -6.14622e-04  1.27215e-03 -2.45371e-03 -7.10386e-04 -2.96384e-07  1.73386e-04
  1.97573e-03  1.64789e-04 -4.94895e-04  4.66938e-05 -2.24571e-07  1.45730e-03
 -2.85269e-03 -1.22813e-03  7.14562e-04 -3.47997e-04 -3.37198e-07  7.23636e-04
 -8.93924e-04  2.67661e-04  1.49142e-03 -9.44616e-04 -2.34647e-07  1.09047e-03
  1.41013e-03 -3.88019e-04 -2.35265e-03  1.36938e-03 -2.57457e-07  3.56803e-04
 -7.54332e-04  9.51303e-04 -4.52129e-04  1.11660e-03 -1.59477e-07  3.58235e-05
