10000
  -2.3100165e-04  -4.9602831e-04  -8.7012500e-05   1.3489813e-04  -1.5400278e-06   1.9780000e-03
   4.3611631e-04   1.2615826e-03   3.2937175e-04  -5.7131252e-04  -2.7340319e-06   1.9780000e-03
   4.0614893e-04   1.0219854e-03   3.8438809e-04   7.9314477e-04  -1.7480634e-06   1.9780000e-03
  -4.6228725e-06  -9.2105950e-05  -1.0653409e-04  -3.6416778e-05  -2.1070141e-06   1.9780000e-03
   6.5748327e-05  -2.5636466e-04  -4.1871397e-04   1.7424081e-04  -2.0023810e-06   1.9780000e-03
   1.4546577e-04  -1.3680945e-04  -1.4914360e-04  -8.7937840e-04  -4.2577223e-07   1.9780000e-03
  -2.6238553e-04   2.0215841e-03   3.0330251e-05   7.8123555e-04  -2.8393854e-06   1.9780000e-03
  -1.6558492e-04  -1.2573322e-03   3.0810745e-04  -4.6004104e-04  -8.9272327e-07   1.9780000e-03
   5.1099252e-04  -2.9955067e-04   5.7496436e-05   6.1634900e-04  -7.1709180e-07   1.9780000e-03
  -3.4619813e-04   1.7490094e-04   2.0460813e-04  -1.2169281e-04  -1.5200282e-06   1.9780000e-03
   1.7890586e-04  -2.6934688e-04  -2.4146933e-04  -1.3916778e-03  -1.3944756e-06   1.9780000e-03
  -2.1680516e-04  -1.7987595e-03   4.8296735e-05  -3.8782080e-04  -2.2734242e-06   1.9780000e-03
  -3.0035958e-05  -1.3842497e-03  -5.1741694e-04  -9.0980188e-04  -1.1244444e-06   1.9780000e-03
  -4.7511574e-04   1.4776232e-04  -1.3502396e-04  -1.0759572e-03  -2.6364624e-06   1.9780000e-03
   1.5922450e-04  -1.2563193e-03  -3.3035436e-04  -2.3029329e-03  -2.1922753e-06   1.9780000e-03
   2.8523291e-04   1.3891097e-03   8.4318562e-05   1.1574134e-03  -2.8646184e-06   1.9780000e-03
  -1.2461924e-04   2.4056014e-04  -8.7713908e-05   1.8577972e-04  -2.2788789e-06   1.9780000e-03
  -1.9714876e-04   1.3119583e-03  -2.7646830e-04   1.3731189e-05  -8.2136941e-07   1.9780000e-03
   2.7248475e-05  -2.5702095e-04  -3.8557176e-04   5.8194398e-04  -1.8717268e-06   1.9780000e-03
  -1.0224585e-04  -1.3805333e-03   4.1577997e-04  -3.5796975e-04  -1.3171148e-06   1.9780000e-03
  -1.3426682e-04   4.1321354e-04   2.7629000e-04   1.3498689e-03  -1.2568195e-06   1.9780000e-03
   1.5030008e-04  -6.7170978e-04  -4.0070808e-05  -1.0417590e-03  -1.6001987e-06   1.9780000e-03
   2.1002160e-06   1.7788075e-04   9.3926344e-05  -2.5107136e-03  -1.6925654e-06   1.9780000e-03
