10001
0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  -8.114579534319797812e-10  4.639735107113713220e-07
-1.266147269959999903e-03  0.000000000000000000e+00  -8.277480759890000353e-04  0.000000000000000000e+00  -7.071037927539988948e-10  4.639735107113713220e-07
-1.454948493159999886e-04  0.000000000000000000e+00  -4.138947010520000261e-03  0.000000000000000000e+00  -9.158121141099606676e-10  4.639735107113713220e-07
1.604697777050000064e-03  0.000000000000000000e+00  5.512776833740000264e-03  0.000000000000000000e+00  -6.027496320760179050e-10  4.639735107113713220e-07
4.382969664700000242e-04  0.000000000000000000e+00  -5.347530974010000337e-04  0.000000000000000000e+00  -1.020166274787941554e-09  4.639735107113713220e-07
-1.736584667629999896e-03  0.000000000000000000e+00  4.491621122289999636e-03  0.000000000000000000e+00  -4.983954713980370186e-10  4.639735107113713220e-07
3.187683754400000118e-03  0.000000000000000000e+00  4.947258827489999650e-03  0.000000000000000000e+00  -1.124520435465922440e-09  4.639735107113713220e-07
-4.329829074070000124e-04  3.865760989747660368e-07  -4.260107354819999727e-03  2.481218162853739207e-07  -7.217899016334134092e-10  6.628193010163142856e-08
-1.566349793359999958e-03  1.849201270452751567e-07  2.800252114070000010e-03  4.042277969232920773e-07  -9.017034315862976776e-10  1.325638602032620365e-07
2.850447177499999818e-03  -5.954414783591205074e-08  2.734395966400000096e-03  4.146387762011366218e-07  -5.568129305455706816e-10  1.988457903048908711e-07
1.923817025280000073e-03  -2.493546954103819346e-07  6.007860877900000375e-03  2.874173922062660533e-07  -7.825650691178648964e-10  2.651277204065170321e-07
1.756317636830000053e-03  -3.116640149980908727e-07  5.058719993599999736e-03  9.116847586786829219e-08  -9.714537525834601534e-10  3.314116074591318603e-07
-3.990944474519999966e-04  -2.294525038209654624e-07  -6.462370938500000203e-03  -6.754024958953666299e-08  -6.520326236922057181e-10  3.976915806097581840e-07
-1.687978124459999949e-03  -3.039536280893104628e-07  -3.004109169129999968e-03  -3.506464787602486139e-07  -8.409220028522054449e-10  9.471642801650305395e-09
-2.979241562440000050e-03  -6.524474607583092041e-08  -2.961968216709999924e-03  -4.530145851557462910e-07  -1.066673445730095190e-09  7.575357290328170583e-08
-1.704062593890000006e-03  1.835306918409009266e-07  -4.011622377119999569e-03  -4.015663435740687292e-07  -4.387048914902319057e-10  1.420355030049121153e-07
4.404367394430000124e-03  3.489635009070631384e-07  -7.683229232729999955e-03  -2.238556239836270935e-07  -7.426412543256830250e-10  2.083174331065406322e-07
-2.537667875670000014e-03  3.738363480163509172e-07  -3.007295237970000149e-03  1.968105612731352271e-08  -9.234925803358601422e-10  2.745993632081664491e-07
8.570968643500000020e-04  2.560278982933622863e-07  8.555544274359999993e-03  1.838222775387203020e-07  -5.936221214887171670e-10  3.408793363587965316e-07
7.641208993599999614e-04  8.224086544201531752e-08  7.095039632719999691e-03  2.067714418228002651e-07  -8.020459038332304102e-10  4.071612664604141165e-07
